date,client_type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2017-02-01,Client,118514,217483,682930,202791,527766.0,562515.0,604262.0,697272.0,140265,72039,117988,66807,2104029.0,1906603.0
2017-02-01,DII,28212,44568,11859,447877,143817.0,7303.0,0.0,0.0,164,0,0,0,191355.0,492445.0
2017-02-01,FII,192281,59166,446813,529138,220595.0,373123.0,231534.0,130879.0,16616,13456,17219,11926,1262884.0,979862.0
2017-02-01,Pro,23712,41502,94182,55978,188966.0,149537.0,245348.0,264328.0,35297,24853,57135,31615,516547.0,695906.0
2017-02-01,TOTAL,362719,362719,1235784,1235784,1081144.0,1092478.0,1081144.0,1092479.0,192342,110348,192342,110348,4074815.0,4074816.0
2017-02-02,Client,115415,213946,692660,207045,429862.0,499681.0,572829.0,661708.0,156387,79106,129124,73677,1973111.0,1858329.0
2017-02-02,DII,36566,44093,12850,441532,143826.0,7287.0,0.0,0.0,223,0,0,0,200752.0,485625.0
2017-02-02,FII,198859,69966,447533,542005,245403.0,384762.0,220883.0,127834.0,19159,14974,19833,13432,1310690.0,993953.0
2017-02-02,Pro,24576,47411,93847,56308,182286.0,138571.0,207665.0,240760.0,36518,27043,63330,34014,502841.0,649488.0
2017-02-02,TOTAL,375416,375416,1246890,1246890,1001377.0,1030301.0,1001377.0,1030302.0,212287,121123,212287,121123,3987394.0,3987395.0
2017-02-03,Client,120673,211611,701829,221152,446623.0,544910.0,596433.0,683968.0,170348,87619,140391,81175,2072002.0,1934730.0
2017-02-03,DII,36423,44136,15077,436490,143826.0,7287.0,0.0,0.0,291,0,0,0,202904.0,480626.0
2017-02-03,FII,199492,74587,450930,548521,250496.0,391729.0,223480.0,159827.0,21300,17461,21520,15486,1331408.0,1043421.0
2017-02-03,Pro,24171,50425,98126,59799,189174.0,152154.0,210206.0,252286.0,39741,29075,69769,37494,532441.0,679979.0
2017-02-03,TOTAL,380759,380759,1265962,1265962,1030119.0,1096080.0,1030119.0,1096081.0,231680,134155,231680,134155,4138755.0,4138756.0
2017-02-06,Client,121306,213924,713415,228424,458231.0,590691.0,622601.0,713219.0,183036,94078,150590,86328,2160757.0,2015086.0
2017-02-06,DII,36416,44000,15553,433673,143826.0,7287.0,0.0,0.0,347,0,0,0,203429.0,477673.0
2017-02-06,FII,209092,81165,452763,558391,265896.0,402668.0,223005.0,164086.0,22808,18717,22687,16447,1371944.0,1065781.0
2017-02-06,Pro,23640,51365,99786,61029,198884.0,153832.0,221231.0,277174.0,42525,30841,75439,40861,549508.0,727099.0
2017-02-06,TOTAL,390454,390454,1281517,1281517,1066837.0,1154478.0,1066837.0,1154479.0,248716,143636,248716,143636,4285638.0,4285639.0
2017-02-07,Client,118381,210159,722329,230610,496895.0,596920.0,638970.0,722392.0,201031,98448,161412,91126,2234004.0,2054669.0
2017-02-07,DII,36161,44261,15711,429294,144276.0,7687.0,0.0,0.0,283,0,0,0,204118.0,473555.0
2017-02-07,FII,211121,83918,453729,570267,267454.0,416708.0,225694.0,178513.0,24506,20016,24666,17877,1393534.0,1100935.0
2017-02-07,Pro,21434,48759,101022,62620,192011.0,156166.0,235972.0,276577.0,44180,33964,83922,43425,548777.0,751275.0
2017-02-07,TOTAL,387097,387097,1292791,1292791,1100636.0,1177481.0,1100636.0,1177482.0,270000,152428,270000,152428,4380433.0,4380434.0
2017-02-08,Client,120911,217311,735797,231876,567252.0,641234.0,670464.0,745860.0,213665,102135,170595,94228,2380994.0,2130334.0
2017-02-08,DII,36161,44358,16281,429860,144276.0,8167.0,0.0,0.0,283,0,0,0,205168.0,474218.0
2017-02-08,FII,217697,82009,450097,580097,264465.0,432637.0,233260.0,187397.0,25604,21438,26462,18872,1411938.0,1128097.0
2017-02-08,Pro,18251,49342,103089,63431,197132.0,152641.0,269401.0,301423.0,44974,34469,87469,44942,550556.0,816008.0
2017-02-08,TOTAL,393020,393020,1305264,1305264,1173125.0,1234679.0,1173125.0,1234680.0,284526,158042,284526,158042,4548656.0,4548657.0
2017-02-09,Client,117387,215855,738393,234450,473156.0,572299.0,611507.0,710792.0,224534,104578,177222,96751,2230347.0,2046577.0
2017-02-09,DII,31052,44474,16706,429252,143826.0,8167.0,0.0,0.0,313,38,0,0,200102.0,473726.0
2017-02-09,FII,226413,81520,456577,586591,265493.0,445654.0,238637.0,177096.0,27616,23653,28254,19373,1445406.0,1131471.0
2017-02-09,Pro,15215,48218,104465,65848,181670.0,140957.0,214001.0,279190.0,46337,35293,93324,47438,523937.0,748019.0
2017-02-09,TOTAL,390067,390067,1316141,1316141,1064145.0,1167077.0,1064145.0,1167078.0,298800,163562,298800,163562,4399792.0,4399793.0
2017-02-10,Client,116237,215130,738266,236020,510052.0,601760.0,642698.0,733943.0,235748,111166,184247,99932,2313229.0,2111970.0
2017-02-10,DII,31052,44486,16143,427838,143826.0,8167.0,0.0,0.0,303,38,0,0,199529.0,472324.0
2017-02-10,FII,229185,80461,460874,588781,277483.0,458681.0,246942.0,182650.0,27671,23899,29747,21780,1477793.0,1150361.0
2017-02-10,Pro,15257,51654,103551,66195,193073.0,141907.0,234794.0,293923.0,46907,36258,96635,49649,536953.0,792850.0
2017-02-10,TOTAL,391731,391731,1318834,1318834,1124434.0,1210515.0,1124434.0,1210516.0,310629,171361,310629,171361,4527504.0,4527505.0
2017-02-13,Client,118279,223439,743493,236619,530800.0,632948.0,653786.0,744086.0,248572,113877,188931,100656,2387969.0,2147517.0
2017-02-13,DII,29560,44486,15995,425540,142493.0,8167.0,0.0,0.0,275,0,0,0,196490.0,470026.0
2017-02-13,FII,241953,81742,462933,596227,286226.0,454903.0,250234.0,181492.0,28315,23510,32294,22755,1497840.0,1164744.0
2017-02-13,Pro,14746,54871,104016,68051,194230.0,147613.0,249729.0,318054.0,47140,37035,103077,51011,544780.0,844793.0
2017-02-13,TOTAL,404538,404538,1326437,1326437,1153749.0,1243631.0,1153749.0,1243632.0,324302,174422,324302,174422,4627079.0,4627080.0
2017-02-14,Client,116905,235495,752570,238164,549709.0,650805.0,674725.0,755800.0,257413,115457,192590,101112,2442859.0,2197886.0
2017-02-14,DII,29559,45839,15793,424550,142493.0,8167.0,0.0,0.0,285,38,0,0,196335.0,470389.0
2017-02-14,FII,260865,81034,462898,604731,299997.0,457238.0,261045.0,184774.0,29897,24136,33749,23444,1535031.0,1188777.0
2017-02-14,Pro,13550,58511,107021,70837,192472.0,145926.0,248901.0,321562.0,47508,37253,108764,52328,543730.0,860903.0
2017-02-14,TOTAL,420879,420879,1338282,1338282,1184671.0,1262136.0,1184671.0,1262136.0,335103,176884,335103,176884,4717955.0,4717955.0
2017-02-15,Client,120021,262259,771611,232759,635955.0,626396.0,710888.0,770224.0,271766,113359,196510,100507,2539108.0,2273147.0
2017-02-15,DII,29576,44587,15358,423759,142493.0,8567.0,0.0,0.0,253,38,0,0,196285.0,468346.0
2017-02-15,FII,278998,89297,458476,626914,307787.0,469584.0,261674.0,194182.0,30960,24470,37061,24238,1570275.0,1233366.0
2017-02-15,Pro,17175,49627,110718,72731,183815.0,162011.0,297488.0,302152.0,44969,39105,114377,52227,557793.0,888602.0
2017-02-15,TOTAL,445770,445770,1356163,1356163,1270050.0,1266558.0,1270050.0,1266558.0,347948,176972,347948,176972,4863461.0,4863461.0
2017-02-16,Client,116619,263743,772783,240349,528018.0,597258.0,657256.0,741016.0,263400,122111,193349,103302,2400189.0,2199015.0
2017-02-16,DII,29576,44699,15916,421303,142493.0,8567.0,0.0,0.0,240,38,0,0,196830.0,466002.0
2017-02-16,FII,281547,90450,457238,625192,312462.0,466790.0,263484.0,192196.0,31208,25562,36282,25192,1574807.0,1232796.0
2017-02-16,Pro,16443,45293,116911,76004,182939.0,149531.0,245172.0,288934.0,48146,38387,113363,57604,552357.0,826370.0
2017-02-16,TOTAL,444185,444185,1362848,1362848,1165912.0,1222146.0,1165912.0,1222146.0,342994,186098,342994,186098,4724183.0,4724183.0
2017-02-17,Client,124620,271122,785933,244544,511412.0,642816.0,657430.0,783718.0,257802,125266,191279,105825,2447849.0,2253918.0
2017-02-17,DII,28733,44711,43460,383040,142493.0,8887.0,0.0,0.0,210,49,0,0,223832.0,427751.0
2017-02-17,FII,281850,98872,429486,673185,327841.0,473939.0,263314.0,197082.0,33886,26221,38186,25919,1573223.0,1296558.0
2017-02-17,Pro,21330,41828,126413,84523,191114.0,168206.0,252116.0,313048.0,51968,39921,114401,59713,598952.0,865629.0
2017-02-17,TOTAL,456533,456533,1385292,1385292,1172860.0,1293848.0,1172860.0,1293848.0,343866,191457,343866,191457,4843856.0,4843856.0
2017-02-20,Client,132344,267519,791821,256349,506199.0,709301.0,650814.0,822857.0,255190,133116,192978,110944,2527971.0,2301461.0
2017-02-20,DII,28733,42032,43592,386885,142493.0,6044.0,0.0,0.0,196,49,0,0,221107.0,428917.0
2017-02-20,FII,275278,108034,468545,703999,334413.0,470455.0,272030.0,200614.0,33890,26937,38118,26954,1609518.0,1349749.0
2017-02-20,Pro,23414,42184,135309,92034,201834.0,174919.0,262095.0,337248.0,55525,42026,113705,64230,633027.0,911496.0
2017-02-20,TOTAL,459769,459769,1439267,1439267,1184938.667,1360718.667,1184938.667,1360718.667,344801,202128,344801,202128,4991622.333,4991622.333
2017-02-21,Client,143328,272437,798709,263000,488603.0,752367.0,661519.0,836392.0,255063,135267,196516,113741,2573337.0,2343605.0
2017-02-21,DII,28733,42032,43655,391685,142493.0,6044.0,0.0,0.0,196,36,0,0,221157.0,433717.0
2017-02-21,FII,283791,130665,487415,717870,348368.0,467198.0,272532.0,223462.0,35518,27356,37714,26742,1649646.0,1408985.0
2017-02-21,Pro,28193,38911,139103,96327,196429.0,195351.0,241842.0,361106.0,58471,43287,115018,65463,660834.0,918667.0
2017-02-21,TOTAL,484045,484045,1468882,1468882,1175893.0,1420960.0,1175893.0,1420960.0,349248,205946,349248,205946,5104974.0,5104974.0
2017-02-22,Client,148687,271798,797254,264855,531212.0,788869.0,676618.0,839918.0,257247,143479,197322,123285,2666748.0,2373796.0
2017-02-22,DII,28298,42042,43445,393133,141093.0,6044.0,0.0,0.0,193,36,0,0,219109.0,435175.0
2017-02-22,FII,293906,144720,496784,721381,350745.0,463554.0,284519.0,250812.0,34792,27311,38235,26990,1667092.0,1466657.0
2017-02-22,Pro,30452,42783,133521,91635,210264.0,195141.0,272177.0,362878.0,61434,45448,118109,65999,676260.0,953581.0
2017-02-22,TOTAL,501343,501343,1471004,1471004,1233314.0,1453608.0,1233314.0,1453608.0,353666,216274,353666,216274,5229209.0,5229209.0
2017-02-23,Client,111017,240958,709021,203612,253616.0,371259.0,465037.0,508094.0,72571,33415,60267,36432,1550899.0,1514400.0
2017-02-23,DII,22026,35897,36242,382937,141093.0,3484.0,0.0,0.0,10,0,0,0,202855.0,418834.0
2017-02-23,FII,226976,46919,359628,567665,219157.0,233105.0,168080.0,66329.0,1001,588,278,590,1040455.0,849861.0
2017-02-23,Pro,13911,50156,90298,40975,153331.0,141888.0,134080.0,175313.0,16984,16669,30021,13650,433081.0,444195.0
2017-02-23,TOTAL,373930,373930,1195189,1195189,767197.0,749736.0,767197.0,749736.0,90566,50672,90566,50672,3227290.0,3227290.0
2017-02-27,Client,109880,240150,726137,206189,343754,414211,529368,558009,105250,45513,85794,49902,1744745,1669412
2017-02-27,DII,21976,34774,36933,395871,141093,3484,0,0,24,0,0,0,203510,430645
2017-02-27,FII,224473,46886,361381,572039,229226,252243,178336,77186,9746,7531,7956,4560,1084600,886963
2017-02-27,Pro,16489,51008,94992,45344,168255,160682,174624,195425,21450,20916,42720,19498,482784,528619
2017-02-27,TOTAL,372818,372818,1219443,1219443,882328,830620,882328,830620,136470,73960,136470,73960,3515639,3515639
2017-02-28,Client,110360,241507,746191,210440,384028,436413,564940,592956,122818,52516,99805,57229,1852326,1766877
2017-02-28,DII,22376,31475,36779,416094,141084,3208,0,0,34,0,0,0,203481,447569
2017-02-28,FII,224291,47748,369615,577058,234297,271238,180920,79469,14003,11465,12566,7734,1124909,905495
2017-02-28,Pro,14352,50649,98682,47675,172276,162755,185825,201189,24362,23769,48846,22787,496196,556971
2017-02-28,TOTAL,371379,371379,1251267,1251267,931685,873614,931685,873614,161217,87750,161217,87750,3676912,3676912
2017-03-01,Client,117083,253207,767625,212672,406391,494221,588731,636700,136706,58622,111487,63757,1980648,1866554
2017-03-01,DII,22366,30882,36580,417577,141084,3208,0,0,34,0,0,0,203272,448459
2017-03-01,FII,231178,51808,369126,595175,246967,289385,190943,86486,17055,13469,15133,9386,1167180,948931
2017-03-01,Pro,19229,53959,101806,49713,180848,160195,195616,223823,26179,25393,53354,24341,513650,600806
2017-03-01,TOTAL,389856,389856,1275137,1275137,975290,947009,975290,947009,179974,97484,179974,97484,3864750,3864750
2017-03-02,Client,109698,261556,767059,209348,370397,428797,547077,591269,151309,64091,123499,69579,1891351,1802328
2017-03-02,DII,22405,30882,37164,411442,141084,3408,0,0,34,0,0,0,204095,442324
2017-03-02,FII,234958,43306,370221,600684,250326,291297,198429,101654,20679,13924,18481,10800,1181405,973354
2017-03-02,Pro,17004,48321,97346,50316,174331,167667,190632,198246,27498,27841,57540,25477,511687,570532
2017-03-02,TOTAL,384065,384065,1271790,1271790,936138,891169,936138,891169,199520,105856,199520,105856,3788538,3788538
2017-03-03,Client,109733,245907,762655,211407,414404,442618,573737,617099,164597,68777,133170,74517,1962784,1855837
2017-03-03,DII,22642,30897,37976,408141,141084,3538,0,0,34,0,0,0,205274,439038
2017-03-03,FII,222235,50504,374766,604500,249368,302814,199400,104584,22221,15727,20427,11885,1187131,991300
2017-03-03,Pro,21345,48647,101958,53307,189935,173332,221654,200619,28560,29034,61815,27136,544164,613178
2017-03-03,TOTAL,375955,375955,1277355,1277355,994791,922302,994791,922302,215412,113538,215412,113538,3899353,3899353
2017-03-06,Client,113374,244696,765164,215324,449724,492888,604029,642986,169030,78117,140336,81247,2068297,1928618
2017-03-06,DII,22902,30873,40177,404764,141284,3538,0,0,34,0,0,0,207935,435637
2017-03-06,FII,220910,54264,376181,609982,250328,304155,207275,110149,24407,16566,21865,12703,1192547,1016238
2017-03-06,Pro,24355,51708,104448,55900,202656,170018,232688,217464,30989,28873,62259,29606,561339,649625
2017-03-06,TOTAL,381541,381541,1285970,1285970,1043992,970599,1043992,970599,224460,123556,224460,123556,4030118,4030118
2017-03-07,Client,113433,247966,783093,214160,484802,502905,624317,663325,180884,80102,147939,83818,2145219,1981525
2017-03-07,DII,24459,30873,43381,403878,141284,5204,0,0,34,40,0,0,214402,434751
2017-03-07,FII,234985,67341,367299,626617,253099,305340,211045,115300,25980,17471,23298,12795,1204174,1056396
2017-03-07,Pro,24658,51355,105546,54664,204262,183559,248085,218383,30562,29177,66223,30177,577764,668887
2017-03-07,TOTAL,397535,397535,1299319,1299319,1083447,997008,1083447,997008,237460,126790,237460,126790,4141559,4141559
2017-03-08,Client,119080,261466,800181,217919,536912,517782,648235,687726,194207,82519,156874,86218,2250681,2058438
2017-03-08,DII,28920,30873,47490,403522,141284,5404,0,0,34,60,0,0,223192,434395
2017-03-08,FII,246436,74813,368445,646044,254922,328803,222189,122531,27169,18615,26277,13662,1244390,1105516
2017-03-08,Pro,27715,54999,108193,56824,209627,187511,272321,229243,32515,30270,70774,31584,595831,715745
2017-03-08,TOTAL,422151,422151,1324309,1324309,1142745,1039500,1142745,1039500,253925,131464,253925,131464,4314094,4314094
2017-03-09,Client,136618,276312,801824,209002,465084,454857,593247,632197,203435,85305,163163,88459,2147123,1962380
2017-03-09,DII,29973,31066,43594,401907,152359,6070,0,0,34,60,0,0,232090,432973
2017-03-09,FII,243047,80331,369137,655388,257320,332079,239975,128157,29068,19603,28770,14386,1250254,1147007
2017-03-09,Pro,31886,53815,108838,57096,205904,175424,247445,208076,33517,30614,74121,32737,586183,673290
2017-03-09,TOTAL,441524,441524,1323393,1323393,1080667,968430,1080667,968430,266054,135582,266054,135582,4215650,4215650
2017-03-10,Client,141764,284836,807624,203003,566628,493685,626072,657998,214685,86885,171249,89760,2311271,2032918
2017-03-10,DII,30543,29372,42459,399650,152385,7602,0,0,34,60,0,0,233083,429022
2017-03-10,FII,246956,84693,366694,665883,250688,337193,282341,138758,29309,20495,30996,15697,1251335,1218368
2017-03-10,Pro,32988,53350,109875,58116,223237,184448,284525,226172,33939,31874,75722,33857,616361,731742
2017-03-10,TOTAL,452251,452251,1326652,1326652,1192938,1022928,1192938,1022928,277967,139314,277967,139314,4412050,4412050
2017-03-14,Client,148329,308847,818655,216934,531601,561636,647160,682633,213965,94214,173280,92639,2368400,2121493
2017-03-14,DII,25001,29280,40825,398009,146210,7402,0,0,105,60,0,0,219603,427289
2017-03-14,FII,282031,92927,375323,669718,261211,350295,247848,148155,29111,21303,31772,17030,1319274,1207450
2017-03-14,Pro,31092,55399,111142,61284,212203,159165,256217,247710,37476,30910,75605,36818,581988,733033
2017-03-14,TOTAL,486453,486453,1345945,1345945,1151225,1078498,1151225,1078498,280657,146487,280657,146487,4489265,4489265
2017-03-15,Client,148367,310296,824441,219221,526232,617899,649543,729305,218127,100966,176334,98231,2436032,2182930
2017-03-15,DII,24983,29346,40033,398178,145100,7402,0,0,105,60,0,0,217683,427524
2017-03-15,FII,280908,95038,376714,677497,266970,359023,245379,150579,28995,21963,32914,17874,1334573,1219281
2017-03-15,Pro,35737,55315,113323,59615,205051,167987,248431,272427,38867,31646,76846,38530,592611,751164
2017-03-15,TOTAL,489995,489995,1354511,1354511,1143353,1152311,1143353,1152311,286094,154635,286094,154635,4580899,4580899
2017-03-16,Client,150691,319244,830119,223827,409700,603269,598056,682445,219537,109970,176341,102541,2323286,2102454
2017-03-16,DII,25970,29293,39857,396001,145010,7402,0,0,105,0,0,0,218344,425294
2017-03-16,FII,295058,96392,379868,684893,283149,355661,236047,156263,28875,22694,34805,18712,1365305,1227112
2017-03-16,Pro,30553,57343,116386,61509,206354,149431,210110,277055,41251,31211,78622,42622,575186,727261
2017-03-16,TOTAL,502272,502272,1366230,1366230,1044213,1115763,1044213,1115763,289768,163875,289768,163875,4482121,4482121
2017-03-17,Client,144157,303297,831232,217973,433089,639070,626228,700565,238863,112693,186856,106919,2399104,2141838
2017-03-17,DII,28303,28108,39964,395966,142610,7402,0,0,105,0,0,0,218384,424074
2017-03-17,FII,293033,96715,382033,690814,290728,364936,233725,164848,31594,23893,38010,19329,1386217,1243441
2017-03-17,Pro,22867,60240,116056,64532,200968,170950,207442,316945,41546,34517,87242,44855,586904,781256
2017-03-17,TOTAL,488360,488360,1369285,1369285,1067395,1182358,1067395,1182358,312108,171103,312108,171103,4590609,4590609
2017-03-20,Client,145893,320111,855661,222625,479185,636366,657423,713391,255682,115939,198319,109711,2488726,2221580
2017-03-20,DII,28949,28398,38496,397032,142610,7402,0,0,85,0,0,0,217542,425430
2017-03-20,FII,298519,90903,374668,702879,288523,365348,231818,164058,32366,24912,38603,20137,1384336,1248398
2017-03-20,Pro,26399,60348,121893,68182,205958,171280,227035,302947,42069,36531,93280,47534,604130,799326
2017-03-20,TOTAL,499760,499760,1390718,1390718,1116276,1180396,1116276,1180396,330202,177382,330202,177382,4694734,4694734
2017-03-21,Client,146011,326003,885101,215067,517752,624785,658293,721260,271661,116705,209205,112522,2562015,2242350
2017-03-21,DII,22953,29602,37410,398085,142610,7402,0,0,85,0,0,0,210460,427687
2017-03-21,FII,299192,91977,365304,728434,288053,361971,233521,166249,32244,25859,39192,20200,1372623,1279573
2017-03-21,Pro,36265,56839,126151,72380,216144,180386,272745,287035,43182,38254,98775,48096,640382,835870
2017-03-21,TOTAL,504421,504421,1413966,1413966,1164559,1174544,1164559,1174544,347172,180818,347172,180818,4785480,4785480
2017-03-22,Client,145338,334153,903065,204536,631702,592430,691916,725485,289497,115180,216985,112094,2677212,2285169
2017-03-22,DII,22215,30836,36013,400402,142610,7802,0,0,85,0,0,0,208725,431238
2017-03-22,FII,307698,86242,358190,746534,277951,390771,241195,170908,33036,25700,41090,20572,1393346,1306541
2017-03-22,Pro,36042,60062,130951,76747,198233,185505,317385,280115,43278,39914,107821,48128,633923,890258
2017-03-22,TOTAL,511293,511293,1428219,1428219,1250496,1176508,1250496,1176508,365896,180794,365896,180794,4913206,4913206
2017-03-23,Client,147134,338550,911977,209466,501042,586120,627782,711784,290918,120137,219179,115171,2557328,2221932
2017-03-23,DII,22023,30816,36939,400874,142610,7794,0,0,85,0,0,0,209451,431690
2017-03-23,FII,311322,87782,357646,749062,282057,393858,237624,173418,32998,26208,41350,20513,1404089,1309749
2017-03-23,Pro,35934,59265,135589,82749,189151,179073,249454,281643,46152,40002,109624,50663,625901,833398
2017-03-23,TOTAL,516413,516413,1442151,1442151,1114860,1166845,1114860,1166845,370153,186347,370153,186347,4796769,4796769
2017-03-24,Client,148403,343420,916920,206257,526027,606999,645047,735939,282085,121135,212568,115600,2601569,2258831
2017-03-24,DII,22023,30792,37261,407456,142610,7854,0,0,85,0,0,0,209833,438248
2017-03-24,FII,307000,87437,357847,752206,280301,409857,241811,172649,32242,27113,41277,21337,1414360,1316717
2017-03-24,Pro,40630,56407,138050,84159,191939,174864,254019,290986,46907,39330,107474,50641,631720,843686
2017-03-24,TOTAL,518056,518056,1450078,1450078,1140877,1199574,1140877,1199574,361319,187578,361319,187578,4857482,4857482
2017-03-27,Client,145618,331840,931447,213400,568171,624596,667225,753727,289123,119857,214422,116796,2678812,2297410
2017-03-27,DII,22905,30946,37375,399315,142610,7854,0,0,85,0,0,0,210829,430261
2017-03-27,FII,311299,98722,373173,784146,277273,412166,239499,172038,32761,28157,42057,21026,1434829,1357488
2017-03-27,Pro,39871,58185,149424,94558,204877,183585,286207,302436,47643,41184,113133,51376,666584,905895
2017-03-27,TOTAL,519693,519693,1491419,1491419,1192931,1228201,1192931,1228201,369612,189198,369612,189198,4991054,4991054
2017-03-28,Client,149052,340001,934743,225573,553997,670737,669331,760398,281509,124164,211421,119908,2714202,2326632
2017-03-28,DII,23238,27613,36615,401722,142610,7854,0,0,85,0,0,0,210402,429335
2017-03-28,FII,345865,128572,467233,866566,271843,413831,242421,173343,31625,28173,40909,21302,1558570,1473113
2017-03-28,Pro,38420,60389,153320,98050,194250,171055,250948,329736,50443,41171,111332,52298,648659,902753
2017-03-28,TOTAL,556575,556575,1591911,1591911,1162700,1263477,1162700,1263477,363662,193508,363662,193508,5131833,5131833
2017-03-29,Client,151456,356275,941100,229012,542038,714101,669488,795158,267590,126672,202830,119985,2742957,2372748
2017-03-29,DII,23528,27770,35046,404491,142610,7854,0,0,173,12,0,0,209223,432261
2017-03-29,FII,385838,156820,557606,955667,265349,422510,241060,176195,29377,27556,39503,22300,1688236,1591545
2017-03-29,Pro,36476,56433,143309,87891,204158,184845,243607,357957,51483,42333,106290,54288,662604,906466
2017-03-29,TOTAL,597298,597298,1677061,1677061,1154155,1329310,1154155,1329310,348623,196573,348623,196573,5303020,5303020
2017-03-30,Client,136404,256761,779279,180049,254009,342792,422108,492178,63842,34573,53337,37759,1610899,1442192
2017-03-30,DII,23323,27632,17831,390440,142584,3148,0,0,5,0,0,0,186891,418072
2017-03-30,FII,245010,74222,433596,716164,176029,239335,183063,45229,149,580,863,450,1094699,1019991
2017-03-30,Pro,13782,59904,100967,45020,153969,106945,121420,154813,14515,15254,24311,12198,405432,417666
2017-03-30,TOTAL,418519,418519,1331673,1331673,726591,692220,726591,692220,78511,50407,78511,50407,3297921,3297921
2017-03-31,Client,135006,257729,795369,184598,296281,379954,469071,530848,94610,46348,76675,52278,1747568,1571199
2017-03-31,DII,24344,27669,17929,399166,142584,3148,0,0,65,0,0,0,188070,426835
2017-03-31,FII,246931,75303,443022,731626,189652,252440,190698,53576,8103,8177,9138,4430,1148325,1064771
2017-03-31,Pro,16312,61892,105779,46709,173400,121492,142148,172610,21968,19490,38933,17307,458441,479599
2017-03-31,TOTAL,422593,422593,1362099,1362099,801917,757034,801917,757034,124746,74015,124746,74015,3542404,3542404
2017-04-03,Client,121328,235889,801308,198901,301108,461171,508249,586435,115781,57906,96912,61776,1858602,1688162
2017-04-03,DII,24334,27749,18617,398178,142584,3148,0,0,65,0,0,0,188748,425927
2017-04-03,FII,244903,74505,451190,737340,214391,265226,195339,64879,11835,10962,11114,6113,1198507,1089290
2017-04-03,Pro,15306,67728,112285,48981,187898,137466,142393,215697,26667,20556,46322,21535,500178,542656
2017-04-03,TOTAL,405871,405871,1383400,1383400,845981,867011,845981,867011,154348,89424,154348,89424,3746035,3746035
2017-04-05,Client,112572,226331,814932,211558,340745,540432,543454,648039,132941,69338,110973,71450,2010960,1811805
2017-04-05,DII,23459,31746,19025,396994,142584,3148,0,0,200,0,0,0,188416,428740
2017-04-05,FII,249440,70007,453557,745069,215440,283862,206927,73639,15004,13713,14713,7774,1231016,1118129
2017-04-05,Pro,15682,73069,117171,51064,203369,140105,151757,245869,29738,23400,52197,27227,529465,601183
2017-04-05,TOTAL,401153,401153,1404685,1404685,902138,967547,902138,967547,177883,106451,177883,106451,3959857,3959857
2017-04-06,Client,117081,219640,820044,218548,302914,483021,513672,600031,152008,74153,123580,78639,1949221,1754110
2017-04-06,DII,23459,31746,19473,395562,142584,3548,0,0,160,0,0,0,189224,427308
2017-04-06,FII,240177,74012,449240,742510,224059,284596,206627,79756,17636,16605,16938,9071,1232313,1128914
2017-04-06,Pro,14507,69826,120451,52588,192029,140956,141287,232334,31410,26557,60696,29605,525910,586336
2017-04-06,TOTAL,395224,395224,1409208,1409208,861586,912121,861586,912121,201214,117315,201214,117315,3896668,3896668
2017-04-07,Client,117294,212563,812446,217548,370812,473500,544066,621575,171704,77154,136750,83907,2022910,1816409
2017-04-07,DII,23419,31749,19663,394072,142584,3998,0,0,160,0,0,0,189824,425821
2017-04-07,FII,237882,78682,448977,737074,225302,308805,214464,83898,19502,16664,18961,9836,1257132,1142915
2017-04-07,Pro,12641,68242,120719,53111,194384,153518,174552,234349,32298,29842,67953,29917,543402,628124
2017-04-07,TOTAL,391236,391236,1401805,1401805,933082,939821,933082,939822,223664,123660,223664,123660,4013268,4013269
2017-04-10,Client,118959,212034,818239,227510,395975,522429,557932,655338,186916,83699,149879,90117,2126217,1892810
2017-04-10,DII,23419,29936,19913,397778,142584,3998,0,0,970,0,0,0,190884,427714
2017-04-10,FII,233402,81649,452217,730940,227928,315787,214626,85275,21269,19055,21034,11195,1269658,1144719
2017-04-10,Pro,13438,65599,125026,59167,193789,159724,187718,261326,34880,31148,73122,32590,558005,679522
2017-04-10,TOTAL,389218,389218,1415395,1415395,960276,1001938,960276,1001939,244035,133902,244035,133902,4144764,4144765
2017-04-11,Client,126614,215836,824208,234502,370167,591446,544771,710302,194376,90310,158695,95485,2197121,1959591
2017-04-11,DII,23431,32643,20003,403943,142584,4745,0,0,970,0,0,0,191733,436586
2017-04-11,FII,231631,81400,455223,726356,233244,327876,215495,82130,24324,21591,22496,12872,1293889,1140749
2017-04-11,Pro,16557,68354,128596,63229,200539,160890,186268,292526,38675,32885,77154,36429,578142,723960
2017-04-11,TOTAL,398233,398233,1428030,1428030,946534,1084957,946534,1084958,258345,144786,258345,144786,4260885,4260886
2017-04-12,Client,126061,209938,832323,235764,420925,580174,579401,719124,216941,94129,172006,100645,2270553,2016878
2017-04-12,DII,23441,32643,20910,405570,142584,4946,0,0,970,0,0,0,192851,438213
2017-04-12,FII,232076,87596,452453,724993,233510,347097,212756,77815,26177,22689,25244,13479,1314002,1141883
2017-04-12,Pro,14976,66377,126681,66040,190922,165681,195784,300960,40000,36167,86838,38861,574427,754860
