date,client_type,Future Index Long,Future Index Short,Future Stock Long,Future Stock Short,Option Index Call Long,Option Index Put Long,Option Index Call Short,Option Index Put Short,Option Stock Call Long,Option Stock Put Long,Option Stock Call Short,Option Stock Put Short,Total Long Contracts,Total Short Contracts
2022-03-15,TOTAL,602504,602504,2939028,2939028,3935883,3379156,3935883,3379156,1318183,683695,1318183,683695,12858449,12858449
2022-03-16,Client,392985,339628,1362563,280528,2456683,2442805,2561949,2637260,933495,359389,654457,417802,7947920,6891624
2022-03-16,DII,30388,57220,56574,1644819,969,55741,0,0,0,0,101973,0,143672,1804012
2022-03-16,FII,90695,108029,1230324,844826,496622,632586,320507,380735,70370,60926,93045,62919,2581522,1810061
2022-03-16,Pro,54589,63780,265665,144953,882380,773217,954198,886354,291948,289422,446338,229016,2557221,2724639
2022-03-16,TOTAL,568657,568657,2915126,2915126,3836653,3904349,3836653,3904349,1295813,709737,1295813,709737,13230335,13230335
2022-03-17,Client,356630,338118,1329271,233472,1185592,1360777,1334272,1599582,870602,397823,637066,418640,5500694,4561150
2022-03-17,DII,28883,66220,58180,1627603,969,53874,0,0,0,0,109723,0,141906,1803546
2022-03-17,FII,128787,96384,1225476,830516,403199,547294,211230,314157,71914,62106,92742,63748,2438775,1608777
2022-03-17,Pro,54528,68106,250543,171879,446466,471746,490724,519951,323320,281835,426305,259376,1828438,1936341
2022-03-17,TOTAL,568828,568828,2863470,2863470,2036225,2433690,2036225,2433690,1265836,741764,1265836,741764,9909813,9909813
2022-03-21,Client,364652,337456,1352585,234719,2386922,1710519,2402320,2032720,997290,400509,701202,434873,7212477,6143289
2022-03-21,DII,27799,66009,59084,1640988,939,57066,0,0,0,0,111525,0,144888,1818522
2022-03-21,FII,124653,98425,1209509,835120,535395,630182,345606,338961,73187,63970,97020,65015,2636895,1780147
2022-03-21,Pro,51206,66420,268206,178557,818042,637108,993372,663194,321408,299043,482138,263634,2395013,2647315
2022-03-21,TOTAL,568310,568310,2889384,2889384,3741297,3034875,3741297,3034875,1391885,763522,1391885,763522,12389272,12389272
2022-03-22,Client,369333,352374,1368047,224825,2350758,2082547,2418464,2392741,999189,414741,713691,443287,7584615,6545381
2022-03-22,DII,25430,75736,58048,1646883,939,57026,0,0,0,0,116696,0,141443,1839315
2022-03-22,FII,132238,95581,1199089,843438,512011,641844,336426,326066,77239,67019,100252,68149,2629439,1769912
2022-03-22,Pro,59937,63247,277600,187638,804825,733440,913643,796050,328662,300326,474451,270650,2504790,2705678
2022-03-22,TOTAL,586938,586938,2902784,2902784,3668532,3514856,3668532,3514856,1405090,782086,1405090,782086,12860286,12860286
2022-03-23,Client,376193,351046,1376919,237474,3280383,2149792,3146301,2472953,1057698,424000,745538,453925,8664984,7407237
2022-03-23,DII,25230,76690,57858,1636686,979,57026,0,0,0,0,117771,0,141093,1831147
2022-03-23,FII,128453,104423,1189993,841336,530939,641330,365459,323412,78376,68168,104799,71141,2637258,1810570
2022-03-23,Pro,61801,59518,286171,195445,960469,718391,1261010,770173,330483,311620,498449,278722,2668935,3063316
2022-03-23,TOTAL,591677,591677,2910941,2910941,4772769,3566538,4772769,3566538,1466557,803788,1466557,803788,14112269,14112269
2022-03-24,Client,388327,347327,1391651,239873,1532212,1222761,1616901,1592862,1089812,437862,766667,462502,6062625,5026131
2022-03-24,DII,24120,76716,57493,1629718,959,44144,0,0,0,0,119256,0,126716,1825690
2022-03-24,FII,125272,110849,1202392,870688,452995,571231,279576,250953,79225,68122,108273,71535,2499236,1691874
2022-03-24,Pro,54395,57222,294416,205673,531152,502859,620841,497180,336488,316721,511329,288668,2036031,2180912
2022-03-24,TOTAL,592114,592114,2945952,2945952,2517317,2340994,2517317,2340994,1505525,822705,1505525,822705,10724607,10724607
2022-03-25,Client,389500,346084,1392121,240948,2041419,1478567,2139983,1874909,1104082,436765,776386,462185,6842454,5840494
2022-03-25,DII,24120,74784,57784,1619249,979,44566,0,0,0,0,119788,0,127449,1813821
2022-03-25,FII,123032,111248,1203255,876600,495147,596155,326524,277309,76400,66919,105987,71245,2560907,1768913
2022-03-25,Pro,52029,56565,300519,216882,705054,641643,776092,608713,339418,321220,517739,291474,2359883,2467465
2022-03-25,TOTAL,588681,588681,2953679,2953679,3242598,2760931,3242598,2760931,1519900,824904,1519900,824904,11890692,11890692
2022-03-28,Client,389811,360144,1410359,232552,2316240,1875938,2386136,2177235,1070397,425596,758465,448414,7488341,6362945
2022-03-28,DII,24120,73800,58315,1621233,979,44996,0,0,0,0,119322,0,128410,1814355
2022-03-28,FII,123986,96833,1211488,896337,512282,627379,315973,317499,72623,62496,96747,63124,2610253,1786513
2022-03-28,Pro,60410,67550,302187,232227,745146,623849,872538,677428,349841,319811,518327,296365,2401244,2664435
2022-03-28,TOTAL,598327,598327,2982349,2982349,3574646,3172162,3574646,3172162,1492861,807903,1492861,807903,12628247,12628247
2022-03-29,Client,392473,377453,1426303,226712,2306374,2113833,2436589,2403550,1001982,423485,725240,440768,7664450,6610312
2022-03-29,DII,24636,73257,57868,1623317,979,45011,0,0,0,0,117086,0,128494,1813660
2022-03-29,FII,131993,97035,1201441,901735,551229,651594,325947,329966,71039,60485,90023,60004,2667780,1804710
2022-03-29,Pro,61981,63338,296111,229959,790265,763532,886311,840453,363810,323993,504482,307191,2599692,2831734
2022-03-29,TOTAL,611083,611083,2981723,2981723,3648846,3573969,3648846,3573969,1436831,807963,1436831,807963,13060415,13060415
2022-03-30,Client,393753,389310,1382588,215386,2270100,2483066,2393239,2716317,860869,395904,637890,419069,7786280,6771211
2022-03-30,DII,24635,78657,57593,1612798,979,43011,0,0,0,0,115202,0,126218,1806657
2022-03-30,FII,134038,87298,1200189,871929,598208,680881,345633,369116,62346,57409,80052,57219,2733070,1811247
2022-03-30,Pro,71009,68170,290919,231176,714560,830517,844975,952041,378350,340149,468421,317174,2625504,2881957
2022-03-30,TOTAL,623435,623435,2931289,2931289,3583846,4037474,3583846,4037474,1301565,793462,1301565,793462,13271071,13271071
2022-03-31,Client,345407,354392,1317701,172780,1006067,965850,1068310,1147242,455286,136662,304721,207499,4226973,3254943
2022-03-31,DII,30961,78112,42413,1592609,939,20892,0,0,0,0,9289,0,95205,1680010
2022-03-31,FII,100411,35925,1071287,806248,204371,253187,119767,113524,6114,8701,20032,12286,1644070,1107782
2022-03-31,Pro,59497,67847,231944,91708,425137,422016,448437,401179,105382,148871,232740,74449,1392846,1316359
2022-03-31,TOTAL,536276,536276,2663345,2663345,1636513,1661944,1636513,1661944,566782,294234,566782,294234,7359094,7359094
2022-04-01,Client,269353,266625,1323150,178312,1314607,1739977,1437930,1849452,531300,181916,369157,246989,5360303,4348464
2022-04-01,DII,29259,87092,44266,1595822,979,20892,0,0,0,0,23159,0,95396,1706073
2022-04-01,FII,103468,42254,1079394,815429,225542,286690,137250,179892,14163,15284,31763,20789,1724540,1227377
2022-04-01,Pro,39889,45998,239225,96472,596918,691146,562866,709361,163167,185965,284551,115387,1916309,1814634
2022-04-01,TOTAL,441969,441969,2686035,2686035,2138045,2738704,2138045,2738704,708630,383165,708630,383165,9096548,9096548
2022-04-04,Client,206586,216189,1323192,184778,1774713,2542870,1759942,2448753,603784,221588,419441,279540,6672733,5308642
2022-04-04,DII,22539,87132,43744,1583011,979,15854,0,0,0,0,36904,0,83116,1707047
2022-04-04,FII,112411,35205,1083078,817638,322164,389143,206662,276587,17764,18687,36565,24354,1943246,1397011
2022-04-04,Pro,33143,36153,242994,107581,605492,815261,736744,1037788,195031,207988,323669,144369,2099908,2386303
2022-04-04,TOTAL,374679,374679,2693008,2693008,2703347,3763127,2703347,3763127,816579,448263,816579,448263,10799003,10799003
2022-04-05,Client,197599,201944,1345694,185567,2423800,2338813,2309546,2376352,699788,244259,476101,311997,7249953,5861507
2022-04-05,DII,22115,82135,45437,1573267,979,20954,0,0,0,0,49017,0,89485,1704419
2022-04-05,FII,112311,38866,1063415,826537,383083,434108,269507,269698,21663,22389,45557,28941,2036968,1479106
2022-04-05,Pro,27719,36799,245137,114312,779612,780881,1008421,928705,218160,235140,368936,160850,2286648,2618022
2022-04-05,TOTAL,359744,359744,2699683,2699683,3587473,3574755,3587473,3574755,939611,501788,939611,501788,11663053,11663053
2022-04-06,Client,182361,182520,1383306,202608,3064792,2363791,2836988,2418894,797703,261067,530982,345027,8053020,6517019
2022-04-06,DII,19856,76522,43947,1576961,979,20972,0,0,0,2450,61243,0,88204,1714726
2022-04-06,FII,110655,38569,1051687,843756,370245,450072,275802,289463,25569,25855,49804,30430,2034082,1527824
2022-04-06,Pro,22574,37835,258073,113688,860302,739688,1183528,866165,236579,261642,417822,175557,2378858,2794595
2022-04-06,TOTAL,335446,335446,2737013,2737013,4296317,3574522,4296317,3574522,1059851,551014,1059851,551014,12554163,12554163
2022-04-07,Client,192755,180268,1417510,199898,1388419,1047268,1328421,1255427,905428,267152,586335,373619,5218532,3923968
2022-04-07,DII,21559,70930,41946,1584552,979,22762,0,0,0,2450,66788,0,89696,1722270
2022-04-07,FII,95861,46097,1026040,861938,292010,379599,207155,181477,27002,28789,54461,32201,1849300,1383329
2022-04-07,Pro,23811,36691,277614,116722,438856,405637,584688,418361,248455,295155,473301,187726,1689528,1817489
2022-04-07,TOTAL,333986,333986,2763110,2763110,2120263,1855265,2120263,1855265,1180885,593546,1180885,593546,8847055,8847055
2022-04-08,Client,182479,176195,1455623,210105,1887776,1604439,1843110,1832153,955565,297910,632431,396555,6383792,5090549
2022-04-08,DII,18942,73938,42122,1589507,979,25801,0,0,0,2450,82491,0,90294,1745936
2022-04-08,FII,91889,40584,1013080,868891,341570,444267,249909,218629,29423,30159,58193,34263,1950388,1470468
2022-04-08,Pro,33223,35816,284235,126557,630799,634162,768105,657887,282225,305021,494098,204722,2169665,2287185
2022-04-08,TOTAL,326533,326533,2795060,2795060,2861123,2708669,2861123,2708669,1267213,635540,1267213,635540,10594137,10594137
2022-04-11,Client,189015,157321,1467448,226128,2604120,1877502,2461985,2121675,1078252,318983,703576,428048,7535320,6098733
2022-04-11,DII,19668,74055,42467,1584764,979,25801,0,0,0,2450,89196,0,91365,1748015
2022-04-11,FII,77836,50794,1017057,888385,311937,447307,247821,226831,32178,32575,64456,36113,1918890,1514399
2022-04-11,Pro,30626,34975,296661,124356,745429,715902,952659,718006,291730,326321,544932,216168,2406669,2591096
2022-04-11,TOTAL,317145,317145,2823633,2823633,3662464,3066512,3662464,3066512,1402160,680329,1402160,680329,11952242,11952242
2022-04-12,Client,205866,155268,1469535,226559,2946157,2145268,2723483,2346181,1160896,305419,736396,438818,8233141,6626705
2022-04-12,DII,18532,65605,42672,1588131,979,25809,0,0,0,1225,95370,0,89217,1749106
2022-04-12,FII,71201,61674,1011229,893705,285384,477303,246714,229519,32302,35166,65324,35327,1912585,1532262
2022-04-12,Pro,27635,40687,305529,120570,771543,678161,1033866,750841,287988,344434,584096,212099,2415290,2742159
2022-04-12,TOTAL,323234,323234,2828965,2828965,4004062,3326541,4004062,3326541,1481186,686244,1481186,686244,12650231,12650231
2022-04-13,Client,222461,152670,1476603,224246,1445350,1063145,1393915,1361523,1215191,312178,774407,449946,5734928,4356707
2022-04-13,DII,18535,69992,42811,1592504,939,27449,0,0,0,0,98423,0,89734,1760919
2022-04-13,FII,65013,77400,1013250,898929,291745,455554,217335,201377,32190,35256,67907,35912,1893008,1498859
2022-04-13,Pro,33482,39429,306256,123241,427785,435733,554569,418981,292899,353207,599543,214783,1849362,1950546
2022-04-13,TOTAL,339491,339491,2838920,2838920,2165818,1981881,2165818,1981881,1540280,700641,1540280,700641,9567030,9567030
2022-04-18,Client,237060,161217,1505730,218024,2606130,1505569,2450532,1811506,1313983,317945,838381,454471,7486417,5934131
2022-04-18,DII,18481,62988,42746,1617498,939,27483,0,0,0,0,93001,0,89649,1773487
2022-04-18,FII,61905,79088,1017744,920914,355722,510994,276842,237958,34420,34957,67114,33300,2015742,1615215
2022-04-18,Pro,32689,46842,321141,130925,761725,584968,997142,579550,311489,357801,661396,222932,2369813,2638787
2022-04-18,TOTAL,350135,350135,2887361,2887361,3724515,2629014,3724515,2629014,1659892,710703,1659892,710703,11961619,11961619
2022-04-19,Client,226045,178890,1519699,216880,2899949,1441157,2705884,1777457,1359418,308429,871271,451128,7754697,6201510
2022-04-19,DII,18481,68165,45720,1624245,939,27493,0,0,0,0,91905,0,92633,1784315
2022-04-19,FII,66907,67762,1034522,944887,408316,536423,313011,260118,34378,36053,68026,29178,2116599,1682981
2022-04-19,Pro,41897,38513,321245,135174,797245,593004,1087554,560502,320505,362318,683099,226494,2436214,2731336
2022-04-19,TOTAL,353330,353330,2921186,2921186,4106448,2598077,4106448,2598077,1714301,706800,1714301,706800,12400142,12400142
2022-04-20,Client,214666,160955,1510196,224764,3180033,2033913,2982769,2269864,1357135,336539,885116,465080,8632482,6988548
2022-04-20,DII,17064,69309,47728,1622618,939,26073,0,0,0,0,93603,0,91804,1785530
2022-04-20,FII,64527,64146,1057676,946391,415479,568053,310263,299814,36213,37113,64995,29570,2179061,1715178
2022-04-20,Pro,31990,33837,317650,139477,814066,667366,1117485,725727,323707,356749,673341,235751,2511528,2925618
2022-04-20,TOTAL,328247,328247,2933250,2933250,4410516,3295405,4410516,3295405,1717055,730401,1717055,730401,13414874,13414874
2022-04-21,Client,228668,156666,1514151,227939,1288713,1192569,1356232,1449658,1283566,382064,861186,481657,5889731,4533338
2022-04-21,DII,17064,69365,47673,1622483,979,25319,0,0,0,0,93758,0,91035,1785606
2022-04-21,FII,70692,69544,1082023,953007,360933,504139,228750,224328,37190,35832,64603,31085,2090809,1571316
2022-04-21,Pro,29402,50251,320772,161190,412852,433592,478495,481633,341105,354827,642314,259981,1892550,2073864
2022-04-21,TOTAL,345826,345826,2964619,2964619,2063476,2155619,2063476,2155619,1661861,772723,1661861,772723,9964124,9964124
2022-04-22,Client,238420,158601,1515673,234278,2200882,1399193,2159353,1756675,1338027,364622,879971,492270,7056817,5681148
2022-04-22,DII,17086,64771,47946,1616349,979,25295,0,0,0,0,95397,0,91306,1776517
2022-04-22,FII,64929,74392,1083447,968747,417362,563640,304316,249831,36178,38095,66110,29293,2203651,1692688
2022-04-22,Pro,27276,49947,338187,165879,723214,635088,878768,616710,333784,370359,666511,251513,2427907,2629327
2022-04-22,TOTAL,347711,347711,2985253,2985253,3342436,2623215,3342436,2623215,1707989,773076,1707989,773076,11779680,11779680
2022-04-25,Client,254743,175131,1502562,241185,2646599,1855289,2574739,2126758,1355309,341186,884175,479125,7955688,6481113
2022-04-25,DII,17568,55411,49705,1619385,979,24432,0,0,0,0,95869,0,92684,1770665
2022-04-25,FII,73692,97920,1101107,977209,396312,621294,306719,327816,36822,38867,66820,29730,2268094,1806213
2022-04-25,Pro,41050,58591,346304,161899,854757,714115,1017189,760556,324706,366555,669973,237753,2647487,2905961
2022-04-25,TOTAL,387053,387053,2999678,2999678,3898646,3215130,3898646,3215130,1716837,746608,1716837,746608,12963951,12963951
2022-04-26,Client,239777,168164,1507523,232665,2686858,2149112,2623438,2435447,1248776,363158,838451,481536,8195204,6779701
2022-04-26,DII,17559,58445,49984,1636080,939,25444,0,0,0,0,96801,0,93926,1791326
2022-04-26,FII,78182,99294,1107105,964196,471627,672830,338918,318088,36611,37076,62085,28311,2403431,1810891
2022-04-26,Pro,41610,51225,343909,175580,726231,741200,923299,835051,343463,363364,631513,253751,2559777,2870419
2022-04-26,TOTAL,377128,377128,3008521,3008521,3885654,3588586,3885654,3588586,1628850,763598,1628850,763598,13252336,13252336
2022-04-27,Client,249403,162286,1522211,225366,3295465,2309927,3120501,2667376,1167417,328255,783372,462247,8872678,7421148
2022-04-27,DII,17727,56231,49665,1653539,939,21093,0,0,0,0,97245,0,89424,1807015
2022-04-27,FII,58824,119465,1099162,963404,586884,733738,400901,326066,33275,32055,53848,22439,2543938,1886122
2022-04-27,Pro,48709,36681,342033,170762,817285,843299,1179171,914615,348474,376343,614701,251967,2776142,3167896
2022-04-27,TOTAL,374663,374663,3013071,3013071,4700572,3908056,4700572,3908056,1549166,736653,1549166,736653,14282181,14282181
2022-04-28,Client,218218,145583,1448705,181702,1086068,1126234,1115643,1358818,497325,164077,338337,248707,4540627,3388789
2022-04-28,DII,17745,71880,40401,1602165,939,18949,0,0,0,0,10572,0,78034,1684617
2022-04-28,FII,37386,69741,1060211,932181,187838,371233,117791,156403,6821,8103,18559,8428,1671592,1303102
2022-04-28,Pro,36207,22352,257582,90851,349677,448700,391088,449896,102740,160989,239418,76034,1355894,1269638
2022-04-28,TOTAL,309556,309556,2806899,2806899,1624521,1965116,1624521,1965116,606886,333169,606886,333169,7646146,7646146
2022-04-29,Client,222298,157406,1544648,203036,2005831,1429204,1977697,1773945,661442,201733,441032,312754,6065156,4865869
2022-04-29,DII,22200,72928,42113,1683596,939,22454,0,0,0,0,20939,0,87706,1777463
2022-04-29,FII,39150,66548,1095339,984620,391402,484299,263966,206654,14390,15177,31500,15080,2039756,1568368
2022-04-29,Pro,40524,27290,288639,99487,628128,643180,784637,598538,153439,222058,335800,111134,1975968,1956886
2022-04-29,TOTAL,324172,324172,2970739,2970739,3026299,2579137,3026299,2579137,829271,438968,829271,438968,10168585,10168585
2022-05-02,Client,230898,158460,1545696,213763,2371098,1844624,2286727,2134037,749439,219014,490940,338557,6960769,5622484
2022-05-02,DII,19914,73708,43215,1696163,939,26984,0,0,0,0,33944,0,91052,1803815
2022-05-02,FII,38304,75061,1106182,987100,293680,492065,224691,234105,17133,17150,33827,16962,1964513,1571746
2022-05-02,Pro,45142,27029,301429,99496,668321,678781,822620,674311,177980,245112,385841,125757,2116765,2135054
2022-05-02,TOTAL,334258,334258,2996522,2996522,3334037,3042453,3334037,3042453,944552,481276,944552,481276,11133098,11133098
2022-05-04,Client,280156,173304,1553916,223088,3683433,1791485,3298553,2112350,855191,219330,535543,364014,8383511,6706852
2022-05-04,DII,20702,68565,43304,1696148,939,31593,0,0,0,0,45070,0,96538,1809783
2022-05-04,FII,36835,111395,1107422,1002538,386999,513568,336596,224275,18035,18505,36721,17450,2081363,1728975
2022-05-04,Pro,48675,33104,318463,101331,933196,652243,1369418,652263,186328,278162,442220,134533,2417066,2732868
2022-05-04,TOTAL,386368,386368,3023105,3023105,5004566,2988888,5004566,2988888,1059554,515997,1059554,515997,12978477,12978477
2022-05-05,Client,280147,170482,1545212,242411,1552932,1024336,1499081,1350835,897953,231504,568838,377715,5532084,4209362
2022-05-05,DII,16249,72921,44882,1700515,939,31865,0,0,0,0,56617,0,93935,1830053
2022-05-05,FII,38562,100925,1121976,981546,242365,397649,193837,169442,19026,19409,40020,18538,1838986,1504308
2022-05-05,Pro,40247,30877,319133,106731,530225,449390,633543,382962,202465,288401,453969,143061,1829860,1751142
2022-05-05,TOTAL,375205,375205,3031203,3031203,2326460,1903239,2326460,1903239,1119444,539314,1119444,539314,9294864,9294864
2022-05-06,Client,293208,170649,1548722,245729,2337322,1288600,2196473,1658758,1010224,245098,628909,392619,6723173,5293137
2022-05-06,DII,16615,68567,44426,1703240,939,35024,0,0,0,0,66396,0,97004,1838203
2022-05-06,FII,36450,128678,1138120,1004627,334498,520614,286681,232463,21720,21844,44633,19946,2073245,1717028
2022-05-06,Pro,51458,29837,333396,111068,701245,552840,890849,505856,219687,303606,511693,157983,2162231,2207285
2022-05-06,TOTAL,397731,397731,3064664,3064664,3374002,2397077,3374002,2397077,1251631,570548,1251631,570548,11055653,11055653
2022-05-09,Client,294387,173773,1543049,240739,2805237,1664242,2611889,2019164,1097551,253556,675104,401887,7658021,6122556
2022-05-09,DII,16726,63137,45312,1709224,939,35083,0,0,0,0,71809,0,98060,1844170
2022-05-09,FII,41441,142065,1153980,1025110,382324,567629,304313,263817,23987,23444,47163,21481,2192805,1803949
2022-05-09,Pro,54961,28540,342581,109849,779356,681964,1051653,665936,235559,313706,563021,167338,2408126,2586336
2022-05-09,TOTAL,407515,407515,3084922,3084922,3967855,2948917,3967855,2948917,1357097,590706,1357097,590706,12357011,12357011
2022-05-10,Client,284179,182470,1542678,230771,3061582,1809913,2871064,2211563,1170708,262920,715314,418784,8131979,6629966
2022-05-10,DII,16518,55079,46065,1720877,939,33176,0,0,0,0,75305,0,96698,1851261
2022-05-10,FII,38497,134837,1171831,1046631,409083,611770,328163,287712,25191,26360,51037,22022,2282732,1870402
2022-05-10,Pro,62496,29304,351431,113726,885582,797474,1157958,753057,244211,327809,598454,176283,2669003,2828782
2022-05-10,TOTAL,401690,401690,3112005,3112005,4357185,3252332,4357185,3252332,1440110,617089,1440110,617089,13180411,13180411
2022-05-11,Client,294312,182368,1535932,228351,3386146,2162010,3177885,2456167,1202749,267640,736726,426158,8848788,7207655
2022-05-11,DII,18088,54484,46208,1728578,979,33228,0,0,0,0,78662,0,98503,1861724
2022-05-11,FII,38599,146815,1187311,1049491,493719,645152,373590,319595,27352,28217,52535,23548,2420350,1965574
2022-05-11,Pro,64600,31932,352855,115886,865407,690551,1194775,755178,254643,337224,616821,183375,2565280,2897967
2022-05-11,TOTAL,415599,415599,3122306,3122306,4746250,3530940,4746250,3530940,1484744,633081,1484744,633081,13932920,13932920
2022-05-12,Client,305927,188263,1524518,226256,1760308,886140,1642117,1287777,1262116,265328,772277,426137,6004336,4542827
2022-05-12,DII,21082,42593,46339,1710503,979,30724,0,0,0,0,83639,0,99124,1836735
2022-05-12,FII,31806,156445,1196998,1079267,427220,615133,363518,294082,29091,31454,54425,23543,2331702,1971280
2022-05-12,Pro,60817,32331,359284,111113,620113,461807,802984,411944,266614,341064,647480,188166,2109699,2194018
2022-05-12,TOTAL,419632,419632,3127139,3127139,2808619,1993803,2808619,1993803,1557821,637846,1557821,637846,10544860,10544860
2022-05-13,Client,286441,199809,1518833,230559,2483474,1261652,2316015,1653174,1291509,291001,801793,440105,7132909,5641455
2022-05-13,DII,21034,38944,46294,1706472,979,28502,0,0,0,0,83349,0,96809,1828765
2022-05-13,FII,40685,129667,1221983,1092226,432730,584158,364225,283157,31431,33859,61727,25964,2344846,1956966
2022-05-13,Pro,49925,29665,358626,116479,752080,557888,989022,495868,279740,345653,655811,204444,2343912,2491289
2022-05-13,TOTAL,398085,398085,3145736,3145736,3669262,2432199,3669262,2432199,1602680,670513,1602680,670513,11918475,11918475
2022-05-16,Client,276179,186922,1500614,234777,2690809,1661976,2541990,1989254,1291198,317982,812534,456686,7738758,6222163
2022-05-16,DII,20852,40454,46885,1705467,979,28502,0,0,0,0,84016,0,97218,1829937
2022-05-16,FII,51199,128446,1249165,1087051,418321,569031,357391,278170,34265,33428,60925,27959,2355409,1939942
2022-05-16,Pro,36155,28563,354238,123607,817630,610589,1028357,602674,290645,351136,658633,217901,2460393,2659735
2022-05-16,TOTAL,384385,384385,3150902,3150902,3927738,2870098,3927738,2870098,1616108,702546,1616108,702546,12651776,12651776
2022-05-17,Client,263016,181330,1487759,229055,2337719,2575483,2373711,2695848,1184451,356730,772247,462668,8205157,6714859
2022-05-17,DII,23275,45186,47186,1707255,979,30002,0,0,0,0,85309,0,101442,1837750
2022-05-17,FII,49902,114528,1266398,1073488,454146,617032,340984,358576,34788,31144,58850,30037,2453410,1976463
2022-05-17,Pro,40630,35779,340239,131784,811088,767296,889236,935388,306290,343659,609123,238828,2609202,2840138
2022-05-17,TOTAL,376823,376823,3141582,3141582,3603931,3989812,3603931,3989812,1525529,731533,1525529,731533,13369210,13369210
2022-05-18,Client,251266,161592,1476848,248984,3160653,2518157,2931705,2675044,1249385,367418,805502,483370,9023726,7306197
2022-05-18,DII,23226,49168,49072,1693658,979,30270,0,0,0,0,87063,0,103547,1829889
2022-05-18,FII,50928,114597,1270680,1067691,494061,667874,402835,377242,34830,32652,59493,31148,2551025,2053006
2022-05-18,Pro,30842,30905,356688,142955,868891,659429,1190043,823443,308057,359620,640214,245172,2583526,3072731
2022-05-18,TOTAL,356262,356262,3153288,3153288,4524583,3875729,4524583,3875729,1592272,759690,1592272,759690,14261823,14261823
2022-05-19,Client,265749,172719,1463688,256574,1701234,1032305,1622338,1355467,1339092,345817,841807,480031,6147885,4728936
2022-05-19,DII,23777,43568,51254,1684636,859,30236,0,0,0,0,87733,0,106126,1815937
2022-05-19,FII,54218,129605,1306589,1110625,399948,562931,306786,258522,34556,34072,62945,29394,2392314,1897877
2022-05-19,Pro,31798,29650,381611,151307,577445,424752,750361,436235,310859,373195,692022,243659,2099659,2303233
2022-05-19,TOTAL,375542,375542,3203142,3203142,2679485,2050223,2679485,2050223,1684507,753084,1684507,753084,10745983,10745983
2022-05-20,Client,230551,165495,1447393,240337,1725993,1838312,1882896,2067556,1231539,380918,815163,487361,6854705,5658808
2022-05-20,DII,22846,50562,51239,1704512,859,30615,0,0,0,0,91909,0,105559,1846983
2022-05-20,FII,71416,109794,1338770,1094496,493781,613723,318388,329520,35479,31199,57849,29785,2584368,1939832
2022-05-20,Pro,34036,32998,374472,172529,672958,609299,692306,694872,338813,370777,640910,265748,2400354,2499362
2022-05-20,TOTAL,358849,358849,3211874,3211874,2893590,3091948,2893590,3091948,1605831,782894,1605831,782894,11944985,11944985
2022-05-23,Client,232423,168919,1445119,239030,2283480,1969548,2264696,2239624,1222971,392070,806844,494838,7545610,6213951
2022-05-23,DII,27350,55872,50687,1701265,859,27697,0,0,0,0,92717,0,106593,1849854
2022-05-23,FII,67567,106672,1359169,1109161,491099,633154,312694,327457,36227,33005,57824,29774,2620221,1943582
2022-05-23,Pro,34256,30133,376477,181996,614386,669162,812433,732479,347115,381456,648928,281919,2422852,2687888
2022-05-23,TOTAL,361596,361596,3231452,3231452,3389823,3299560,3389823,3299560,1606313,806531,1606313,806531,12695275,12695275
2022-05-24,Client,237011,172057,1435104,247301,2664433,2136258,2672913,2405346,1199317,390421,793943,488567,8062543,6780127
2022-05-24,DII,27390,56249,53277,1701512,859,32196,0,0,0,0,94681,0,113722,1852442
2022-05-24,FII,68085,115427,1366781,1091406,567846,661978,365491,386160,33199,33300,56932,28711,2731189,2044127
2022-05-24,Pro,40141,28894,371506,186449,758924,766602,953657,805527,357615,385153,644575,291596,2679941,2910698
2022-05-24,TOTAL,372627,372627,3226668,3226668,3992061,3597033,3992061,3597033,1590131,808874,1590131,808874,13587394,13587394
2022-05-25,Client,243679,189492,1431215,233972,3285211,2143620,3123448,2411746,1096915,345038,728584,449737,8545677,7136979
2022-05-25,DII,27427,55999,56374,1702624,859,34779,0,0,0,0,94798,0,119439,1853421
2022-05-25,FII,85197,118104,1378777,1101521,567365,659639,409183,365204,29177,31749,53345,24625,2751904,2071982
2022-05-25,Pro,40299,33007,358843,187092,859387,706694,1180190,767781,368669,387150,618034,289575,2721042,3075679
2022-05-25,TOTAL,396602,396602,3225209,3225209,4712821,3544731,4712821,3544731,1494761,763937,1494761,763937,14138061,14138061
2022-05-26,Client,221191,191409,1364140,192500,1046622,1029450,1113918,1238474,378411,161665,278690,235771,4201478,3250762
2022-05-26,DII,25546,59106,44351,1677401,819,29102,0,0,0,0,1508,0,99818,1738015
2022-05-26,FII,66395,81805,1360760,1067869,193076,272488,124863,124298,7103,10050,14943,7301,1909872,1421079
2022-05-26,Pro,44607,25419,255063,86544,443481,489338,445216,457605,111176,163317,201549,91960,1506981,1308292
2022-05-26,TOTAL,357739,357739,3024314,3024314,1683997,1820377,1683997,1820377,496690,335032,496690,335032,7718148,7718148
2022-05-27,Client,218045,192119,1367615,196298,1467875,1617614,1628935,1831174,469022,205764,360460,273989,5345934,4482975
2022-05-27,DII,25558,62614,45591,1683465,839,29102,0,0,0,0,4545,0,101090,1750624
2022-05-27,FII,71165,76212,1375838,1072421,276592,404118,166894,231525,15103,15569,21672,13164,2158385,1581888
2022-05-27,Pro,41058,24881,259875,96735,667983,703359,617459,691493,160142,198600,257590,132780,2031016,1820937
