date,symbol,expiry,close,contracts,value,open_interest,stated_lot,implied_lot
2012-07-05,BANKNIFTY,26-Jul-2012,10638.25,61779,163262.39,2791550,,24.84
2012-07-05,BANKNIFTY,30-Aug-2012,10656.0,2384,6305.25,88025,,24.82
2012-07-05,BANKNIFTY,27-Sep-2012,10667.65,103,273.04,3500,,24.85
2012-07-05,NIFTY,26-Jul-2012,5344.5,186145,496380.45,23765850,,49.89
2012-07-05,NIFTY,30-Aug-2012,5373.9,5508,14761.52,1422750,,49.87
2012-07-05,NIFTY,27-Sep-2012,5397.75,2253,6069.03,253750,,49.91
2012-07-06,BANKNIFTY,26-Jul-2012,10643.55,76791,203580.75,2906425,,24.91
2012-07-06,BANKNIFTY,30-Aug-2012,10662.8,2381,6325.53,88925,,24.92
2012-07-06,BANKNIFTY,27-Sep-2012,10677.4,126,335.17,4225,,24.91
2012-07-06,NIFTY,26-Jul-2012,5327.2,215230,572424.96,23407100,,49.92
2012-07-06,NIFTY,30-Aug-2012,5354.2,4853,12972.9,1431750,,49.93
2012-07-06,NIFTY,27-Sep-2012,5378.4,2076,5574.88,289750,,49.93
2012-07-09,BANKNIFTY,26-Jul-2012,10569.15,65330,172471.34,2836725,,24.98
2012-07-09,BANKNIFTY,30-Aug-2012,10592.6,2013,5325.13,89900,,24.97
2012-07-09,BANKNIFTY,27-Sep-2012,10605.25,140,371.09,4375,,24.99
2012-07-09,NIFTY,26-Jul-2012,5279.4,220065,581409.43,22810500,,50.04
2012-07-09,NIFTY,30-Aug-2012,5307.8,6124,16263.86,1464000,,50.03
2012-07-09,NIFTY,27-Sep-2012,5334.7,1848,4932.07,315450,,50.03
2012-07-10,BANKNIFTY,26-Jul-2012,10759.5,74097,197936.71,2956825,,24.83
2012-07-10,BANKNIFTY,30-Aug-2012,10776.8,3091,8273.33,111375,,24.84
2012-07-10,BANKNIFTY,27-Sep-2012,10788.75,166,444.31,5200,,24.81
2012-07-10,NIFTY,26-Jul-2012,5358.15,269494,717698.36,23546900,,49.7
2012-07-10,NIFTY,30-Aug-2012,5384.95,10791,28899.25,1660400,,49.73
2012-07-10,NIFTY,27-Sep-2012,5410.5,1673,4498.64,341150,,49.7
2012-07-11,BANKNIFTY,26-Jul-2012,10733.9,59102,158791.21,2909525,,25.03
2012-07-11,BANKNIFTY,30-Aug-2012,10749.65,3062,8241.11,127125,,25.04
2012-07-11,BANKNIFTY,27-Sep-2012,10763.6,119,320.82,5475,,25.05
2012-07-11,NIFTY,26-Jul-2012,5322.9,192337,512709.03,23254600,,50.08
2012-07-11,NIFTY,30-Aug-2012,5348.65,9865,26418.61,1812000,,50.07
2012-07-11,NIFTY,27-Sep-2012,5374.2,1703,4583.71,374400,,50.08
2012-07-12,BANKNIFTY,26-Jul-2012,10632.7,84519,224629.0,2783175,,25.0
2012-07-12,BANKNIFTY,30-Aug-2012,10648.05,3614,9618.15,147800,,24.99
2012-07-12,BANKNIFTY,27-Sep-2012,10656.45,147,391.87,5400,,25.02
2012-07-12,NIFTY,26-Jul-2012,5251.4,309249,812556.85,23267600,,50.03
2012-07-12,NIFTY,30-Aug-2012,5277.35,14524,38360.98,1894950,,50.05
2012-07-12,NIFTY,27-Sep-2012,5304.55,2907,7720.64,387600,,50.07
2012-07-13,BANKNIFTY,26-Jul-2012,10617.15,66555,177609.22,2726300,,25.13
2012-07-13,BANKNIFTY,30-Aug-2012,10636.1,3372,9014.89,178800,,25.14
2012-07-13,BANKNIFTY,27-Sep-2012,10650.65,193,516.68,5925,,25.14
2012-07-13,NIFTY,26-Jul-2012,5240.45,208579,548077.99,23747700,,50.14
2012-07-13,NIFTY,30-Aug-2012,5265.5,19476,51495.28,2145250,,50.21
2012-07-13,NIFTY,27-Sep-2012,5290.6,2190,5810.8,461100,,50.15
2012-07-16,BANKNIFTY,26-Jul-2012,10578.4,79631,211686.92,2709125,,25.13
2012-07-16,BANKNIFTY,30-Aug-2012,10597.1,5670,15093.93,225800,,25.12
2012-07-16,BANKNIFTY,27-Sep-2012,10609.7,211,562.69,6300,,25.14
2012-07-16,NIFTY,26-Jul-2012,5206.85,216433,566112.37,23946600,,50.23
2012-07-16,NIFTY,30-Aug-2012,5232.3,15936,41857.1,2362450,,50.2
2012-07-16,NIFTY,27-Sep-2012,5259.6,2872,7580.04,516950,,50.18
2012-07-17,BANKNIFTY,26-Jul-2012,10560.45,64877,171816.86,2632250,,25.08
2012-07-17,BANKNIFTY,30-Aug-2012,10579.0,5609,14878.55,283225,,25.07
2012-07-17,BANKNIFTY,27-Sep-2012,10591.35,126,334.86,6925,,25.09
2012-07-17,NIFTY,26-Jul-2012,5198.65,200145,522069.93,24318250,,50.18
2012-07-17,NIFTY,30-Aug-2012,5222.45,22945,60121.19,2697800,,50.17
2012-07-17,NIFTY,27-Sep-2012,5248.5,2258,5952.62,554750,,50.23
2012-07-18,BANKNIFTY,26-Jul-2012,10628.1,75722,200375.13,2463975,,24.9
2012-07-18,BANKNIFTY,30-Aug-2012,10637.55,11047,29268.53,476225,,24.91
2012-07-18,BANKNIFTY,27-Sep-2012,10654.25,243,644.81,6950,,24.91
2012-07-18,NIFTY,26-Jul-2012,5223.55,215533,561321.5,23839800,,49.86
2012-07-18,NIFTY,30-Aug-2012,5246.3,21618,56517.29,3005950,,49.83
2012-07-18,NIFTY,27-Sep-2012,5274.4,1142,3002.09,568100,,49.84
2012-07-19,BANKNIFTY,26-Jul-2012,10640.0,62010,165429.95,2156550,,25.07
2012-07-19,BANKNIFTY,30-Aug-2012,10650.45,13931,37219.74,749825,,25.09
2012-07-19,BANKNIFTY,27-Sep-2012,10664.45,186,497.85,7700,,25.1
2012-07-19,NIFTY,26-Jul-2012,5257.0,183168,481454.51,23734550,,50.0
2012-07-19,NIFTY,30-Aug-2012,5280.15,30115,79505.6,3738050,,50.0
2012-07-19,NIFTY,27-Sep-2012,5307.45,2702,7169.12,580050,,49.99
2012-07-20,BANKNIFTY,26-Jul-2012,10509.95,73740,194105.21,1998075,,25.05
2012-07-20,BANKNIFTY,30-Aug-2012,10523.45,11905,31362.59,912750,,25.03
2012-07-20,BANKNIFTY,27-Sep-2012,10533.7,384,1013.16,8900,,25.05
2012-07-20,NIFTY,26-Jul-2012,5216.6,196377,512536.95,23305050,,50.03
2012-07-20,NIFTY,30-Aug-2012,5239.05,23872,62576.71,4220500,,50.03
2012-07-20,NIFTY,27-Sep-2012,5265.75,2645,6978.09,633400,,50.1
2012-07-23,BANKNIFTY,26-Jul-2012,10306.65,73487,190259.05,1582550,,25.12
2012-07-23,BANKNIFTY,30-Aug-2012,10317.65,22476,58282.36,1247625,,25.13
2012-07-23,BANKNIFTY,27-Sep-2012,10335.1,555,1438.86,10350,,25.08
2012-07-23,NIFTY,26-Jul-2012,5120.4,255099,656089.97,22008700,,50.23
2012-07-23,NIFTY,30-Aug-2012,5142.25,76853,198559.77,6016850,,50.24
2012-07-23,NIFTY,27-Sep-2012,5169.2,4930,12801.88,670050,,50.23
2012-07-24,BANKNIFTY,26-Jul-2012,10328.05,68922,177992.1,1311450,,25.0
2012-07-24,BANKNIFTY,30-Aug-2012,10339.9,22265,57553.88,1581175,,25.0
2012-07-24,BANKNIFTY,27-Sep-2012,10352.1,304,786.7,12050,,25.0
2012-07-24,NIFTY,26-Jul-2012,5135.35,317147,814143.62,16951850,,49.99
2012-07-24,NIFTY,30-Aug-2012,5159.5,148957,384094.12,11046400,,49.98
2012-07-24,NIFTY,27-Sep-2012,5184.5,5837,15113.2,834650,,49.94
2012-07-25,BANKNIFTY,26-Jul-2012,10289.15,66849,171968.54,1082475,,25.0
2012-07-25,BANKNIFTY,30-Aug-2012,10304.7,40338,103894.07,2171100,,24.99
2012-07-25,BANKNIFTY,27-Sep-2012,10316.8,514,1325.09,14800,,24.99
2012-07-25,NIFTY,26-Jul-2012,5112.55,309367,789361.6,12337600,,49.91
2012-07-25,NIFTY,30-Aug-2012,5139.2,154584,396307.03,15353950,,49.89
2012-07-25,NIFTY,27-Sep-2012,5164.85,7025,18095.32,1040500,,49.87
2012-07-26,BANKNIFTY,26-Jul-2012,10080.4,75658,192772.47,721125,,25.28
2012-07-26,BANKNIFTY,30-Aug-2012,10151.85,59262,151492.95,2604925,,25.18
2012-07-26,BANKNIFTY,27-Sep-2012,10169.55,1341,3430.15,25725,,25.15
2012-07-26,NIFTY,26-Jul-2012,5043.25,338418,859706.92,9302000,,50.37
2012-07-26,NIFTY,30-Aug-2012,5081.3,245963,628152.96,20546600,,50.26
2012-07-26,NIFTY,27-Sep-2012,5108.75,8083,20762.37,1219850,,50.28
2012-07-27,BANKNIFTY,30-Aug-2012,10206.5,137714,355485.37,2195575,,25.29
2012-07-27,BANKNIFTY,27-Sep-2012,10225.65,3706,9565.69,42725,,25.24
2012-07-27,BANKNIFTY,25-Oct-2012,10237.25,129,333.33,1075,,25.24
2012-07-27,NIFTY,30-Aug-2012,5123.55,341276,877063.37,21107900,,50.16
2012-07-27,NIFTY,27-Sep-2012,5149.5,8671,22401.09,1246250,,50.17
2012-07-27,NIFTY,25-Oct-2012,5175.7,2598,6731.66,52000,,50.06
2012-07-30,BANKNIFTY,30-Aug-2012,10472.25,80200,208690.72,2065850,,24.85
2012-07-30,BANKNIFTY,27-Sep-2012,10491.95,1927,5022.38,51950,,24.84
2012-07-30,BANKNIFTY,25-Oct-2012,10496.95,99,257.97,1900,,24.82
2012-07-30,NIFTY,30-Aug-2012,5216.7,264935,687181.15,22044350,,49.72
2012-07-30,NIFTY,27-Sep-2012,5243.5,7696,20062.3,1311400,,49.72
2012-07-30,NIFTY,25-Oct-2012,5269.6,2434,6390.76,129150,,49.83
2012-07-31,BANKNIFTY,30-Aug-2012,10435.3,128377,333569.0,2036675,,24.9
2012-07-31,BANKNIFTY,27-Sep-2012,10456.6,3195,8316.71,61400,,24.89
2012-07-31,BANKNIFTY,25-Oct-2012,10460.1,106,275.89,2725,,24.88
2012-07-31,NIFTY,30-Aug-2012,5240.55,327140,852850.28,22193100,,49.75
2012-07-31,NIFTY,27-Sep-2012,5266.8,7870,20618.37,1299550,,49.74
2012-07-31,NIFTY,25-Oct-2012,5292.75,1821,4795.03,171650,,49.75
2012-08-01,BANKNIFTY,30-Aug-2012,10465.55,71907,187788.57,2106100,,24.95
2012-08-01,BANKNIFTY,27-Sep-2012,10488.0,2001,5237.52,65600,,24.96
2012-08-01,BANKNIFTY,25-Oct-2012,10496.4,61,159.55,3250,,24.92
2012-08-01,NIFTY,30-Aug-2012,5256.3,188456,494626.46,22342800,,49.93
2012-08-01,NIFTY,27-Sep-2012,5282.2,7149,18857.72,1273600,,49.94
2012-08-01,NIFTY,25-Oct-2012,5307.6,1578,4182.54,206950,,49.94
2012-08-02,BANKNIFTY,30-Aug-2012,10428.7,58652,152568.35,2160025,,24.94
2012-08-02,BANKNIFTY,27-Sep-2012,10453.55,2216,5774.38,67925,,24.93
2012-08-02,BANKNIFTY,25-Oct-2012,10458.2,79,206.08,4100,,24.94
2012-08-02,NIFTY,30-Aug-2012,5246.7,159026,416524.93,22578700,,49.92
2012-08-02,NIFTY,27-Sep-2012,5274.4,3623,9536.77,1289900,,49.91
2012-08-02,NIFTY,25-Oct-2012,5299.0,849,2245.7,213650,,49.92
2012-08-03,BANKNIFTY,30-Aug-2012,10384.4,81001,209212.38,2148225,,24.87
2012-08-03,BANKNIFTY,27-Sep-2012,10406.35,3159,8171.66,66175,,24.86
2012-08-03,BANKNIFTY,25-Oct-2012,10416.4,177,458.8,4275,,24.88
2012-08-03,NIFTY,30-Aug-2012,5241.05,281526,733349.64,22400250,,49.7
2012-08-03,NIFTY,27-Sep-2012,5266.7,7811,20436.16,1311050,,49.68
2012-08-03,NIFTY,25-Oct-2012,5292.15,1813,4767.75,226500,,49.69
2012-08-06,BANKNIFTY,30-Aug-2012,10498.5,60141,157991.53,2196675,,25.02
2012-08-06,BANKNIFTY,27-Sep-2012,10520.8,1687,4441.04,66375,,25.02
2012-08-06,BANKNIFTY,25-Oct-2012,10527.5,74,194.96,4400,,25.03
2012-08-06,NIFTY,30-Aug-2012,5296.85,194983,516200.86,22499500,,49.98
2012-08-06,NIFTY,27-Sep-2012,5322.35,6869,18272.3,1362650,,49.98
2012-08-06,NIFTY,25-Oct-2012,5347.85,1272,3401.71,245750,,50.01
2012-08-07,BANKNIFTY,30-Aug-2012,10620.5,74210,196600.29,2319500,,24.94
2012-08-07,BANKNIFTY,27-Sep-2012,10644.8,2241,5948.24,77475,,24.93
2012-08-07,BANKNIFTY,25-Oct-2012,10660.5,167,444.22,6750,,24.95
2012-08-07,NIFTY,30-Aug-2012,5347.7,248883,664239.81,23219300,,49.91
2012-08-07,NIFTY,27-Sep-2012,5373.6,7505,20122.14,1450350,,49.9
2012-08-07,NIFTY,25-Oct-2012,5398.85,1792,4833.14,301600,,49.96
2012-08-08,BANKNIFTY,30-Aug-2012,10559.15,76016,201563.51,2274950,,25.11
2012-08-08,BANKNIFTY,27-Sep-2012,10582.05,1628,4324.31,79300,,25.1
2012-08-08,BANKNIFTY,25-Oct-2012,10593.25,102,271.14,7800,,25.09
2012-08-08,NIFTY,30-Aug-2012,5354.75,262152,703217.1,23692750,,50.1
2012-08-08,NIFTY,27-Sep-2012,5380.2,8286,22329.98,1513850,,50.09
2012-08-08,NIFTY,25-Oct-2012,5406.65,2390,6470.68,358500,,50.08
2012-08-09,BANKNIFTY,30-Aug-2012,10505.7,85462,225594.79,2246925,,25.13
2012-08-09,BANKNIFTY,27-Sep-2012,10532.65,2279,6032.43,78750,,25.13
2012-08-09,BANKNIFTY,25-Oct-2012,10539.35,100,264.93,8575,,25.14
2012-08-09,NIFTY,30-Aug-2012,5350.05,239616,641983.03,23963900,,50.08
2012-08-09,NIFTY,27-Sep-2012,5377.2,5976,16086.67,1543750,,50.06
2012-08-09,NIFTY,25-Oct-2012,5399.9,1827,4941.88,383750,,50.09
2012-08-10,BANKNIFTY,30-Aug-2012,10424.7,84589,220335.69,2092775,,24.99
2012-08-10,BANKNIFTY,27-Sep-2012,10455.15,2968,7755.11,81725,,24.99
2012-08-10,BANKNIFTY,25-Oct-2012,10483.2,203,531.96,9350,,25.0
2012-08-10,NIFTY,30-Aug-2012,5345.1,183153,488838.08,24337700,,49.93
2012-08-10,NIFTY,27-Sep-2012,5369.15,5632,15101.73,1575150,,49.94
2012-08-10,NIFTY,25-Oct-2012,5393.95,829,2234.31,401500,,49.97
2012-08-13,BANKNIFTY,30-Aug-2012,10459.85,55491,144266.18,2073225,,24.86
2012-08-13,BANKNIFTY,27-Sep-2012,10495.5,2449,6389.08,93900,,24.86
2012-08-13,BANKNIFTY,25-Oct-2012,10511.65,201,525.21,9775,,24.86
2012-08-13,NIFTY,30-Aug-2012,5371.9,160738,430043.26,25293350,,49.8
2012-08-13,NIFTY,27-Sep-2012,5398.25,5460,14674.24,1651950,,49.79
2012-08-13,NIFTY,25-Oct-2012,5424.15,623,1684.2,410000,,49.84
2012-08-14,BANKNIFTY,30-Aug-2012,10576.35,70845,186809.39,2011800,,24.93
2012-08-14,BANKNIFTY,27-Sep-2012,10612.65,2400,6341.88,102550,,24.9
2012-08-14,BANKNIFTY,25-Oct-2012,10624.95,145,384.53,10825,,24.96
2012-08-14,NIFTY,30-Aug-2012,5406.85,221637,597672.21,25959150,,49.87
2012-08-14,NIFTY,27-Sep-2012,5433.05,7360,19945.95,1783950,,49.88
2012-08-14,NIFTY,25-Oct-2012,5458.1,1091,2969.81,439200,,49.87
2012-08-16,BANKNIFTY,30-Aug-2012,10472.7,56472,148607.08,1981275,,25.13
2012-08-16,BANKNIFTY,27-Sep-2012,10517.85,2074,5478.02,107175,,25.11
2012-08-16,BANKNIFTY,25-Oct-2012,10539.7,204,540.13,12975,,25.12
2012-08-16,NIFTY,30-Aug-2012,5382.0,158623,427625.11,25839500,,50.09
2012-08-16,NIFTY,27-Sep-2012,5409.55,7310,19807.47,1833550,,50.09
2012-08-16,NIFTY,25-Oct-2012,5434.05,623,1695.85,445950,,50.09
2012-08-17,BANKNIFTY,30-Aug-2012,10460.95,77471,202917.79,1936400,,25.04
2012-08-17,BANKNIFTY,27-Sep-2012,10508.55,3274,8606.54,103350,,25.02
2012-08-17,BANKNIFTY,25-Oct-2012,10535.05,173,456.04,13925,,25.02
2012-08-17,NIFTY,30-Aug-2012,5382.35,241363,650416.76,25609100,,50.07
2012-08-17,NIFTY,27-Sep-2012,5409.1,12047,32626.17,1935300,,50.07
2012-08-17,NIFTY,25-Oct-2012,5433.5,2058,5602.61,470850,,50.1
2012-08-21,BANKNIFTY,30-Aug-2012,10512.0,60574,158412.94,1893400,,24.88
2012-08-21,BANKNIFTY,27-Sep-2012,10554.0,5108,13410.66,123850,,24.88
2012-08-21,BANKNIFTY,25-Oct-2012,10596.1,302,796.6,14975,,24.89
2012-08-21,NIFTY,30-Aug-2012,5441.9,200663,543625.26,26387250,,49.78
2012-08-21,NIFTY,27-Sep-2012,5467.75,12149,33066.4,2188850,,49.78
2012-08-21,NIFTY,25-Oct-2012,5493.25,1475,4031.98,511100,,49.76
2012-08-22,BANKNIFTY,30-Aug-2012,10507.55,65854,172981.79,1843025,,25.0
2012-08-22,BANKNIFTY,27-Sep-2012,10546.9,4886,12888.6,147425,,25.01
2012-08-22,BANKNIFTY,25-Oct-2012,10567.6,267,705.71,14625,,25.01
2012-08-22,NIFTY,30-Aug-2012,5431.1,168627,458132.93,26130250,,50.02
2012-08-22,NIFTY,27-Sep-2012,5457.7,15338,41866.68,2497150,,50.01
2012-08-22,NIFTY,25-Oct-2012,5479.9,1882,5160.48,563900,,50.04
2012-08-23,BANKNIFTY,30-Aug-2012,10483.15,68953,181360.77,1837650,,25.09
2012-08-23,BANKNIFTY,27-Sep-2012,10525.95,5527,14588.17,166350,,25.08
2012-08-23,BANKNIFTY,25-Oct-2012,10551.45,277,733.52,15200,,25.1
2012-08-23,NIFTY,30-Aug-2012,5427.15,220545,599349.06,25854050,,50.07
2012-08-23,NIFTY,27-Sep-2012,5454.15,30056,82080.37,2919900,,50.07
2012-08-23,NIFTY,25-Oct-2012,5480.35,1953,5367.91,610250,,50.15
2012-08-24,BANKNIFTY,30-Aug-2012,10366.95,61070,158638.39,1805000,,25.06
2012-08-24,BANKNIFTY,27-Sep-2012,10413.2,7309,19073.12,197400,,25.06
2012-08-24,BANKNIFTY,25-Oct-2012,10444.1,182,476.38,15350,,25.06
2012-08-24,NIFTY,30-Aug-2012,5402.7,211790,571720.89,25303700,,49.97
2012-08-24,NIFTY,27-Sep-2012,5428.9,31159,84546.61,3478050,,49.98
2012-08-24,NIFTY,25-Oct-2012,5456.85,1696,4623.59,634650,,49.96
2012-08-27,BANKNIFTY,30-Aug-2012,10177.45,69175,177216.87,1719600,,25.17
2012-08-27,BANKNIFTY,27-Sep-2012,10230.7,18716,48140.99,371200,,25.14
2012-08-27,BANKNIFTY,25-Oct-2012,10267.35,737,1903.57,17975,,25.16
2012-08-27,NIFTY,30-Aug-2012,5362.4,189151,508620.24,23487300,,50.14
2012-08-27,NIFTY,27-Sep-2012,5393.1,75954,205377.41,6063050,,50.14
2012-08-27,NIFTY,25-Oct-2012,5419.7,2026,5509.58,657700,,50.18
2012-08-28,BANKNIFTY,30-Aug-2012,10090.45,82603,208611.1,1375925,,25.03
2012-08-28,BANKNIFTY,27-Sep-2012,10138.3,30592,77628.89,738225,,25.03
2012-08-28,BANKNIFTY,25-Oct-2012,10167.95,594,1512.11,19325,,25.04
2012-08-28,NIFTY,30-Aug-2012,5346.05,266544,712217.52,20266150,,49.98
2012-08-28,NIFTY,27-Sep-2012,5378.1,151251,406623.6,11677150,,49.99
2012-08-28,NIFTY,25-Oct-2012,5406.05,3411,9216.96,741200,,49.98
2012-08-29,BANKNIFTY,30-Aug-2012,10034.7,67170,169250.96,1070525,,25.11
2012-08-29,BANKNIFTY,27-Sep-2012,10083.85,27545,69735.62,1005075,,25.11
2012-08-29,BANKNIFTY,25-Oct-2012,10112.75,718,1824.35,21600,,25.13
2012-08-29,NIFTY,30-Aug-2012,5296.6,253369,673351.5,16165400,,50.18
2012-08-29,NIFTY,27-Sep-2012,5327.8,150974,403738.42,15360200,,50.19
2012-08-29,NIFTY,25-Oct-2012,5356.7,5171,13890.32,844400,,50.15
2012-08-30,BANKNIFTY,30-Aug-2012,10065.85,70803,177338.69,763175,,24.88
2012-08-30,BANKNIFTY,27-Sep-2012,10128.75,49630,124982.15,1528225,,24.86
2012-08-30,BANKNIFTY,25-Oct-2012,10155.5,1145,2889.8,30475,,24.85
2012-08-30,NIFTY,30-Aug-2012,5306.9,409046,1081232.24,11981450,,49.81
2012-08-30,NIFTY,27-Sep-2012,5330.15,229639,610112.94,20494000,,49.85
2012-08-30,NIFTY,25-Oct-2012,5356.55,4217,11258.33,889000,,49.84
2012-08-31,BANKNIFTY,27-Sep-2012,10070.7,83045,209636.92,1589025,,25.07
2012-08-31,BANKNIFTY,25-Oct-2012,10106.3,2161,5474.73,42125,,25.07
2012-08-31,BANKNIFTY,29-Nov-2012,10122.3,79,200.08,1400,,25.02
2012-08-31,NIFTY,27-Sep-2012,5291.65,266910,707247.18,19596800,,50.07
2012-08-31,NIFTY,25-Oct-2012,5319.25,7155,19048.19,941800,,50.05
2012-08-31,NIFTY,29-Nov-2012,5350.65,2643,7078.92,72900,,50.06
2012-09-03,BANKNIFTY,27-Sep-2012,10032.65,64572,162735.65,1595975,,25.12
2012-09-03,BANKNIFTY,25-Oct-2012,10075.2,1593,4031.04,51025,,25.12
2012-09-03,BANKNIFTY,29-Nov-2012,10090.6,249,629.24,4800,,25.04
2012-09-03,NIFTY,27-Sep-2012,5282.9,192922,511097.51,19744500,,50.15
2012-09-03,NIFTY,25-Oct-2012,5310.9,4832,12869.54,985300,,50.15
2012-09-03,NIFTY,29-Nov-2012,5341.55,1268,3397.2,92050,,50.16
2012-09-04,BANKNIFTY,27-Sep-2012,10088.05,71779,180171.48,1570850,,24.88
2012-09-04,BANKNIFTY,25-Oct-2012,10128.25,2319,5841.79,59550,,24.87
2012-09-04,BANKNIFTY,29-Nov-2012,10146.9,144,362.66,6350,,24.82
2012-09-04,NIFTY,27-Sep-2012,5299.4,169773,448436.07,18926400,,49.84
2012-09-04,NIFTY,25-Oct-2012,5327.65,5567,14779.08,1040900,,49.83
2012-09-04,NIFTY,29-Nov-2012,5358.6,1434,3829.61,125200,,49.84
2012-09-05,BANKNIFTY,27-Sep-2012,9899.95,84035,209013.47,1720125,,25.12
2012-09-05,BANKNIFTY,25-Oct-2012,9940.45,2176,5440.98,67750,,25.15
2012-09-05,BANKNIFTY,29-Nov-2012,9973.55,281,703.43,8125,,25.1
2012-09-05,NIFTY,27-Sep-2012,5253.35,198916,523035.47,18751000,,50.05
2012-09-05,NIFTY,25-Oct-2012,5282.05,7661,20252.67,1111900,,50.05
2012-09-05,NIFTY,29-Nov-2012,5311.3,1684,4480.07,144650,,50.09
2012-09-06,BANKNIFTY,27-Sep-2012,9937.9,63354,157630.83,1656425,,25.04
2012-09-06,BANKNIFTY,25-Oct-2012,9979.55,1615,4035.57,77550,,25.04
2012-09-06,BANKNIFTY,29-Nov-2012,10009.7,261,654.02,7875,,25.03
2012-09-06,NIFTY,27-Sep-2012,5261.1,190230,500473.99,17806450,,50.01
2012-09-06,NIFTY,25-Oct-2012,5289.65,6706,17739.72,1173900,,50.01
2012-09-06,NIFTY,29-Nov-2012,5319.1,1255,3335.35,158350,,49.96
2012-09-07,BANKNIFTY,27-Sep-2012,10139.85,81785,206844.65,1610125,,24.94
2012-09-07,BANKNIFTY,25-Oct-2012,10184.9,2073,5264.39,84200,,24.93
2012-09-07,BANKNIFTY,29-Nov-2012,10206.55,197,501.58,8800,,24.95
2012-09-07,NIFTY,27-Sep-2012,5359.1,245699,657089.73,18532300,,49.9
2012-09-07,NIFTY,25-Oct-2012,5385.65,11432,30729.64,1398400,,49.91
2012-09-07,NIFTY,29-Nov-2012,5414.75,2279,6157.71,221950,,49.9
2012-09-10,BANKNIFTY,27-Sep-2012,10096.0,58501,147905.33,1730450,,25.04
2012-09-10,BANKNIFTY,25-Oct-2012,10138.3,1544,3919.12,89350,,25.04
2012-09-10,BANKNIFTY,29-Nov-2012,10156.2,199,505.49,9000,,25.01
2012-09-10,NIFTY,27-Sep-2012,5371.65,148845,399855.63,17018300,,50.01
2012-09-10,NIFTY,25-Oct-2012,5399.35,3880,10477.88,1465200,,50.01
2012-09-10,NIFTY,29-Nov-2012,5431.0,1127,3060.56,258400,,50.0
2012-09-11,BANKNIFTY,27-Sep-2012,10157.5,66611,168304.32,1696625,,24.87
2012-09-11,BANKNIFTY,25-Oct-2012,10201.6,1955,4959.75,94225,,24.87
2012-09-11,BANKNIFTY,29-Nov-2012,10221.8,103,261.25,8900,,24.81
2012-09-11,NIFTY,27-Sep-2012,5405.35,195556,526429.08,17880850,,49.8
2012-09-11,NIFTY,25-Oct-2012,5432.85,6006,16246.47,1529650,,49.79
2012-09-11,NIFTY,29-Nov-2012,5462.15,2424,6592.28,354400,,49.79
2012-09-12,BANKNIFTY,27-Sep-2012,10216.9,77975,198822.13,1693450,,24.96
2012-09-12,BANKNIFTY,25-Oct-2012,10262.15,2230,5709.39,103725,,24.95
2012-09-12,BANKNIFTY,29-Nov-2012,10288.15,192,492.27,9800,,24.92
2012-09-12,NIFTY,27-Sep-2012,5446.95,218335,592526.59,18431750,,49.82
2012-09-12,NIFTY,25-Oct-2012,5472.35,12934,35249.9,1556200,,49.8
2012-09-12,NIFTY,29-Nov-2012,5500.9,1538,4216.62,385950,,49.84
2012-09-13,BANKNIFTY,27-Sep-2012,10225.9,54781,140098.29,1721050,,25.01
2012-09-13,BANKNIFTY,25-Oct-2012,10268.3,1685,4327.46,106750,,25.01
2012-09-13,BANKNIFTY,29-Nov-2012,10291.15,153,393.69,10100,,25.0
2012-09-13,NIFTY,27-Sep-2012,5450.7,128022,348595.11,18695750,,49.96
2012-09-13,NIFTY,25-Oct-2012,5476.1,6450,17648.41,1611100,,49.97
2012-09-13,NIFTY,29-Nov-2012,5504.0,1669,4590.57,441600,,49.97
2012-09-14,BANKNIFTY,27-Sep-2012,10650.85,129973,344124.33,1740075,,24.86
2012-09-14,BANKNIFTY,25-Oct-2012,10697.05,5725,15229.86,114525,,24.87
2012-09-14,BANKNIFTY,29-Nov-2012,10709.75,397,1056.93,12475,,24.86
2012-09-14,NIFTY,27-Sep-2012,5584.9,327490,912247.03,20154450,,49.88
2012-09-14,NIFTY,25-Oct-2012,5608.85,26925,75373.57,2095250,,49.91
2012-09-14,NIFTY,29-Nov-2012,5638.85,6712,18890.33,522550,,49.91
2012-09-17,BANKNIFTY,27-Sep-2012,10977.3,169982,464234.43,2014925,,24.88
2012-09-17,BANKNIFTY,25-Oct-2012,11008.75,8521,23345.07,172875,,24.89
2012-09-17,BANKNIFTY,29-Nov-2012,11030.75,597,1640.18,17300,,24.91
2012-09-17,NIFTY,27-Sep-2012,5616.7,317458,893103.42,21204400,,50.09
2012-09-17,NIFTY,25-Oct-2012,5638.65,28655,80958.73,2194300,,50.11
2012-09-17,NIFTY,29-Nov-2012,5667.85,5942,16880.58,605500,,50.12
2012-09-18,BANKNIFTY,27-Sep-2012,11062.4,81448,224471.4,2045800,,24.91
2012-09-18,BANKNIFTY,25-Oct-2012,11099.05,4219,11658.88,183250,,24.9
2012-09-18,BANKNIFTY,29-Nov-2012,11112.7,271,750.35,17700,,24.92
2012-09-18,NIFTY,27-Sep-2012,5612.25,159658,448331.02,21638400,,50.03
2012-09-18,NIFTY,25-Oct-2012,5634.9,19957,56267.22,2435950,,50.04
2012-09-18,NIFTY,29-Nov-2012,5664.65,2019,5722.52,623300,,50.04
